id,observed_on,latitude,longitude
111986293,2022-04-18,32.3888866723,-89.9449783333
112047849,2022-04-18,32.578655,-89.869745
112087407,2022-04-19,30.380457393,-89.6174296977
112087655,2022-04-19,30.3801749699,-89.6174410346
112087760,2022-04-19,30.3803501467,-89.6173555629
112113628,2022-04-19,33.2783383333,-88.7945416667
112176804,2022-04-20,30.3822517898,-89.6178494872
112176823,2022-04-20,30.3822517898,-89.6178494872
112176827,2022-04-20,30.3822517898,-89.6178494872
112193741,2022-04-20,30.3801694378,-89.6175375231
112552163,2022-04-23,32.5226383333,-89.9663166667
112552570,2022-04-23,32.5786383333,-89.8703383333
112552628,2022-04-23,32.5785716667,-89.8704
112594610,2022-04-23,31.3624689,-91.4167433
112690936,2022-04-24,32.4531173857,-90.0758925919
112711724,2022-04-24,32.578545,-89.8703783333
112760713,2022-04-24,32.5785416667,-89.8703833333
112789397,2022-04-23,32.3157002743,-90.3775873045
112879591,2022-04-25,30.3822517898,-89.6178494872
112879594,2022-04-25,30.3822517898,-89.6178494872
112879596,2022-04-25,30.3822517898,-89.6178494872
112888817,2022-04-25,30.379334818,-89.6164627032
113020069,2022-04-26,30.3793819502,-89.6159428164
113100636,2022-04-27,30.3797376533,-89.6176088791
113100834,2022-04-27,30.3802377157,-89.6178902543
113168264,2022-04-26,30.392155,-88.7756883333
113516463,2022-04-27,30.36402,-89.0900028333
114898326,2022-05-02,30.3771774025,-88.5183373023
115179540,2022-05-03,30.3822517898,-89.6178494872
115255213,2022-04-27,30.397373416,-88.7919775927
115285124,2022-05-03,30.3798879683,-89.6174764986
115513709,2022-05-03,30.4352333333,-88.4366805556
115807366,2022-05-06,33.6129344728,-90.195629206
115995251,2022-05-07,30.5654489968,-88.6254332587
116068281,2022-05-07,33.2727497473,-88.7768718629
116168634,2022-05-08,32.4740907119,-89.8019956527
116344626,2017-11-29,30.3978527778,-88.7898777778
116344703,2017-11-29,30.3978916667,-88.7901083333
116373507,2022-05-09,30.3800458747,-89.6169155825
116461125,2022-05-10,30.3822517898,-89.6178494872
116461144,2022-05-10,30.3822517898,-89.6178494872
116574390,2019-04-26,30.397728,-88.791654
116580154,2022-05-11,30.4739616667,-88.6621333333
116712328,2022-05-12,30.4678510207,-88.6198838296
116712893,2022-05-12,30.3936759718,-88.7982588108
116924916,2022-05-13,30.3801683683,-89.6172562693
117042206,2019-11-18,30.397887,-88.790126
117129216,2022-05-07,30.3938677055,-88.7881423214
117339545,2022-05-16,30.3822517898,-89.6178494872
117386219,2020-01-15,30.397887,-88.790126
117436550,2022-05-16,33.2776966667,-88.777405
117436658,2022-05-16,33.2775166667,-88.7773216667
117495076,2022-05-17,33.2625166667,-88.7777116667
117625241,2020-03-13,30.397735,-88.791986
117849796,2022-05-14,33.2736583333,-88.7903833333
118113022,2022-05-21,33.2875,-88.7821997222
118395314,2022-04-24,33.2715527778,-88.7758722222
118634616,2021-03-21,33.2889815097,-88.7870393693
118668472,2022-05-21,33.278395,-88.757345
118768504,2022-05-20,32.3255859199,-90.149908
118768530,2022-05-20,32.3267212399,-90.14624997
118769605,2022-05-21,32.388482615,-90.0416040735
118769616,2022-05-21,32.388482615,-90.0416040735
118769620,2022-05-21,32.388482615,-90.0416040735
118776349,2022-05-20,32.32558166,-90.14963056
118810122,2022-05-26,30.3822517898,-89.6178494872
118810130,2022-05-26,30.3822517898,-89.6178494872
118810146,2022-05-26,30.3822517898,-89.6178494872
118944620,2022-05-07,30.3938848134,-88.7878239157
119267017,2022-05-29,31.360675,-91.416755
119509023,2021-09-07,30.397889,-88.790125
119735989,2022-06-01,30.3822517898,-89.6178494872
119770655,2022-06-01,30.3822517898,-89.6178494872
119770658,2022-06-01,30.3822517898,-89.6178494872
119852938,2022-06-01,30.3928033333,-88.7977533333
120272284,2022-06-04,32.378648628,-90.0167797325
120619442,2022-06-06,30.3803113924,-89.6170540899
120620651,2022-06-06,30.3800411457,-89.6169058706
120621492,2022-06-06,30.3799349277,-89.6170267645
120903990,2022-06-07,33.5320341806,-88.498019284
121764442,2022-06-14,30.3822517898,-89.6178494872
122688869,2021-04-07,30.3775668813,-88.5497332737
122987822,2022-06-22,30.2491180795,-89.0673391724
123908663,2022-06-28,32.3884201376,-90.0492632111
124134766,2022-06-30,32.57977,-89.8695133333
124159867,2022-06-30,30.3822517898,-89.6178494872
124250594,2022-07-01,30.3822517898,-89.6178494872
124555999,2022-07-03,30.3353199952,-88.740210396
124589518,2022-07-02,31.3614969,-91.4177235
124603923,2022-07-03,30.2332894621,-88.6822256462
124933372,2022-07-02,30.2141082633,-88.7315117251
124933398,2022-07-03,30.3399288623,-88.6027652962
125347546,2022-07-08,30.3822517898,-89.6178494872
125829122,2022-07-11,30.3822517898,-89.6178494872
126111665,2022-07-13,30.3822517898,-89.6178494872
126126415,2022-07-13,30.3800109642,-89.6170522929
129310154,2022-08-03,30.380265067,-89.6166315316
129440335,2022-08-04,30.3822517898,-89.6178494872
129470785,2022-08-04,30.3795849781,-89.6164375058
129603409,2022-08-05,30.3799005065,-89.6162703315
129603925,2022-08-05,30.3802015674,-89.6166321422
129725422,2018-08-05,30.3979427617,-88.7901235744
130282127,2022-08-10,30.3822517898,-89.6178494872
130405498,2022-08-11,30.3822517898,-89.6178494872
130900237,2021-09-16,30.3981033333,-88.7901783333
130963569,2022-08-15,30.2167659784,-88.9426584542
130991262,2022-08-15,30.3801522934,-89.6181895504
131082265,2022-08-16,30.3822517898,-89.6178494872
131082272,2022-08-16,30.3822517898,-89.6178494872
131104240,2022-08-16,30.3822517898,-89.6178494872
131149493,2022-08-16,30.3802187663,-89.6166933744
131223270,2022-08-17,30.3802810918,-89.6166395966
131257532,2022-08-17,30.3799307739,-89.6170859144
131368799,2022-08-18,30.3822517898,-89.6178494872
131378732,2022-08-03,30.207576,-88.492325
132038828,2022-08-23,30.3822517898,-89.6178494872
132038837,2022-08-23,30.3822517898,-89.6178494872
132063996,2022-08-23,30.3798706438,-89.6164243378
132104083,2022-08-23,30.3797908394,-89.6165062939
132209450,2022-06-02,31.9939333333,-90.4681866667
132361424,2022-08-25,30.3745899391,-89.6145104853
132454069,2022-08-26,30.3822517898,-89.6178494872
132454072,2022-08-26,30.3822517898,-89.6178494872
132470813,2022-08-26,30.3799218057,-89.6161649985
133155063,2022-08-31,30.3822517898,-89.6178494872
133155066,2022-08-31,30.3822517898,-89.6178494872
133372443,2022-09-02,30.3279068,-89.6275705
133383136,2022-09-02,30.3799877214,-89.6163052076
133966803,2022-09-06,30.3760818717,-89.6155099024
133966877,2022-09-06,30.380323809,-89.6162905148
134117465,2022-09-07,30.3801725889,-89.6176994336
134120706,2022-09-07,30.380237468,-89.6166717329
134253005,2022-09-08,30.3801066443,-89.6166162383
134333992,2022-09-09,30.3822517898,-89.6178494872
134334008,2022-09-09,30.3822517898,-89.6178494872
134352620,2022-09-09,30.3822517898,-89.6178494872
134434535,2020-07-07,32.46193,-90.1318055
134487306,2017-05-26,32.58075,-91.0262528333
134487324,2017-05-27,32.5765633333,-91.0301445
134751841,2022-09-12,30.3822517898,-89.6178494872
134751847,2022-09-12,30.3822517898,-89.6178494872
134751849,2022-09-12,30.3822517898,-89.6178494872
134751850,2022-09-12,30.3822517898,-89.6178494872
134792929,2022-09-12,30.3801218185,-89.6169445603
134895817,2022-09-13,30.3822517898,-89.6178494872
134895825,2022-09-13,30.3822517898,-89.6178494872
135196159,2022-09-15,30.3801150993,-89.6166004033
135196244,2022-09-15,30.3800506164,-89.6166115532
135662191,2022-09-19,30.3822517898,-89.6178494872
135662204,2022-09-19,30.3822517898,-89.6178494872
135716082,2022-09-19,30.3801933393,-89.6163242316
135716123,2022-09-19,30.3800498368,-89.6162449196
135716180,2022-09-19,30.379938906,-89.61667296
135845945,2022-09-18,30.41445,-88.54342
135970019,2022-09-21,30.3799685765,-89.6162045156
135970133,2022-09-21,30.379899324,-89.6163661323
136086862,2022-09-22,30.3805528297,-89.6169959826
136212298,2022-09-23,30.3804383162,-89.618029303
136332707,2022-09-24,30.426009177,-88.5624201223
136438033,2022-09-24,33.274175,-88.7903777778
136740351,2022-09-27,30.3802510017,-89.6168966749
136740538,2022-09-27,30.3802126794,-89.6163779638
136853545,2022-09-28,30.3800282362,-89.6168740851
137022023,2022-09-28,31.9379166667,-90.181655
137090731,2022-09-30,30.3798326884,-89.6161324332
137090947,2022-09-30,30.3808227201,-89.6171160603
137592906,2022-10-04,30.3801144449,-89.6171060294
137677780,2022-10-05,30.3822517898,-89.6178494872
137677784,2022-10-05,30.3822517898,-89.6178494872
137686977,2022-10-05,30.3802155383,-89.6172801161
137687084,2022-10-05,30.380221216,-89.6162368744
137924127,2022-10-07,30.3456979889,-88.5230278596
138026989,2022-10-08,31.3614969,-91.4177235
138525851,2022-10-12,30.3822517898,-89.6178494872
138632402,2022-10-13,30.3822517898,-89.6178494872
139359850,2022-10-19,30.3822517898,-89.6178494872
139359854,2022-10-19,30.3822517898,-89.6178494872
139396614,2022-10-19,30.3807764515,-89.6181564079
139396620,2022-10-19,30.3802020013,-89.6175452415
139491368,2022-10-20,30.3801622969,-89.616769934
139561788,2022-10-21,30.3279068,-89.6275705
139568734,2022-10-21,30.3808150043,-89.6172017833
139569178,2022-10-21,30.3795442287,-89.6164082502
139700134,2022-10-22,33.2743158295,-88.7905241143
140121419,2022-10-26,30.3801464506,-89.616249266
140732296,2022-10-31,30.3794872473,-89.6168275473
140830214,2022-11-01,30.3822517898,-89.6178494872
140907895,2022-11-02,30.3822517898,-89.6178494872
140907919,2022-11-02,30.3822517898,-89.6178494872
140919110,2022-11-02,30.3801529252,-89.6170358867
140919766,2022-11-02,30.3798797466,-89.616425654
140919910,2022-11-02,30.3799498005,-89.6166217887
140919939,2022-11-02,30.3788922473,-89.6160919364
140973859,2022-11-03,30.3822517898,-89.6178494872
141024657,2022-11-03,30.3978954543,-88.7898428034
141040164,2022-11-03,30.3799791436,-89.617421535
141067901,2022-04-28,30.2176484265,-89.4862617097
141067916,2022-04-28,30.2174621997,-89.4839458
141106062,2022-11-04,30.3802120019,-89.6163809206
141206302,2022-11-05,30.3491494738,-88.7178847228
141481349,2022-11-08,30.3822517898,-89.6178494872
141503785,2022-11-08,30.3798037474,-89.6162207993
141503849,2022-11-08,30.3799343182,-89.6163024834
141556109,2022-11-09,30.3822517898,-89.6178494872
141556110,2022-11-09,30.3822517898,-89.6178494872
141556114,2022-11-09,30.3822517898,-89.6178494872
141570905,2022-11-09,30.3800901517,-89.6162776701
141631740,2022-11-10,30.3822517898,-89.6178494872
141631742,2022-11-10,30.3822517898,-89.6178494872
141648014,2022-11-10,30.3802704512,-89.6171698824
141979372,2022-10-10,30.3978833333,-88.7902
142011710,2022-11-14,30.3822517898,-89.6178494872
142089956,2022-11-15,30.3822517898,-89.6178494872
142169540,2022-11-16,30.3822517898,-89.6178494872
142169571,2022-11-16,30.3822517898,-89.6178494872
142242236,2022-11-17,30.3822517898,-89.6178494872
142242252,2022-11-17,30.3822517898,-89.6178494872
142549175,2022-11-21,30.3822517898,-89.6178494872
142549177,2022-11-21,30.3822517898,-89.6178494872
142579620,2022-11-21,30.3800284823,-89.6174552676
142724293,2022-11-23,30.3822517898,-89.6178494872
142724294,2022-11-23,30.3822517898,-89.6178494872
142724306,2022-11-23,30.3822517898,-89.6178494872
142724313,2022-11-23,30.3822517898,-89.6178494872
142724315,2022-11-23,30.3822517898,-89.6178494872
142724320,2022-11-23,30.3822517898,-89.6178494872
142724328,2022-11-23,30.3822517898,-89.6178494872
142724349,2022-11-23,30.3822517898,-89.6178494872
142724355,2022-11-23,30.3822517898,-89.6178494872
143199565,2022-11-28,30.3822517898,-89.6178494872
143205545,2022-11-28,30.3822517898,-89.6178494872
143232018,2022-11-28,30.3798418669,-89.6168332187
143232058,2022-11-28,30.3801433229,-89.6167248031
143232192,2022-11-28,30.3803762789,-89.616946059
143360583,2022-11-30,30.3822517898,-89.6178494872
143379021,2022-11-30,30.3822517898,-89.6178494872
143379028,2022-11-30,30.3822517898,-89.6178494872
143443292,2022-12-01,30.3822517898,-89.6178494872
144272835,2022-12-12,30.3796050485,-89.6175237381
144325489,2022-12-13,30.3822517898,-89.6178494872
144325492,2022-12-13,30.3822517898,-89.6178494872
144325517,2022-12-13,30.3822517898,-89.6178494872
144325521,2022-12-13,30.3822517898,-89.6178494872
144325522,2022-12-13,30.3822517898,-89.6178494872
144363333,2022-12-13,30.3822517898,-89.6178494872
144363336,2022-12-13,30.3822517898,-89.6178494872
144397736,2022-12-14,30.35940678,-89.6172784012
144397954,2022-12-14,30.3798042528,-89.6175070559
145204545,2022-12-27,30.3822517898,-89.6178494872
145278376,2022-12-28,30.3822517898,-89.6178494872
145278381,2022-12-28,30.3822517898,-89.6178494872
145301281,2022-12-28,30.3822517898,-89.6178494872
145301287,2022-12-28,30.3822517898,-89.6178494872
145368345,2022-12-29,30.3822517898,-89.6178494872
145389228,2022-12-29,30.3804595517,-89.619249533
145389382,2022-12-29,30.3810420883,-89.6183866774
145396633,2022-12-29,30.3799910784,-89.6175214674
145447543,2022-12-30,30.3822517898,-89.6178494872
145447550,2022-12-30,30.3822517898,-89.6178494872
145447552,2022-12-30,30.3822517898,-89.6178494872
145772922,2023-01-03,30.3822517898,-89.6178494872
145772926,2023-01-03,30.3822517898,-89.6178494872
145772928,2023-01-03,30.3822517898,-89.6178494872
145854749,2023-01-04,30.3822517898,-89.6178494872
145854759,2023-01-03,30.3822517898,-89.6178494872
145854761,2023-01-03,30.3822517898,-89.6178494872
145854768,2023-01-03,30.3822517898,-89.6178494872
145854770,2023-01-03,30.3822517898,-89.6178494872
145854782,2023-01-03,30.3822517898,-89.6178494872
145854784,2023-01-04,30.3822517898,-89.6178494872
145854791,2023-01-04,30.3822517898,-89.6178494872
145854795,2023-01-04,30.3822517898,-89.6178494872
145854798,2023-01-04,30.3822517898,-89.6178494872
145895484,2023-01-04,30.380091403,-89.6176105292
145979740,2023-01-06,30.3822517898,-89.6178494872
145979748,2023-01-06,30.3822517898,-89.6178494872
145995315,2023-01-06,30.40074104,-88.75214662
145995316,2023-01-06,30.40076384,-88.75214377
145999085,2023-01-03,30.3468138889,-88.7121972222
146013748,2023-01-06,31.9699796508,-89.9620645791
146070835,2016-08-20,32.5602349142,-89.8872519307
146226140,2023-01-09,30.3822517898,-89.6178494872
146226154,2023-01-09,30.3822517898,-89.6178494872
146250327,2023-01-09,30.3801590778,-89.6172585672
146341281,2023-01-10,30.3822517898,-89.6178494872
146341300,2023-01-10,30.3822517898,-89.6178494872
146341301,2023-01-10,30.3822517898,-89.6178494872
146355631,2023-01-11,30.3822517898,-89.6178494872
146355635,2023-01-11,30.3822517898,-89.6178494872
146355655,2023-01-11,30.3822517898,-89.6178494872
146355656,2023-01-11,30.3822517898,-89.6178494872
146446600,2023-01-12,30.380337559,-89.6175567371
146472313,2023-01-13,30.3822517898,-89.6178494872
146481262,2023-01-13,30.3822517898,-89.6178494872
146571160,2023-01-10,33.2831235,-88.7792266167
146935312,2023-01-19,30.380147826,-89.6171511876
147240780,2023-01-23,30.3801292508,-89.6169460296
147804982,2023-01-31,30.3803502,-89.6161773812
147805000,2023-01-31,30.3800414666,-89.6175076035
147805014,2023-01-31,30.3799930615,-89.6176265332
148131624,2023-02-05,33.278319425,-88.7944405898
148347641,2019-06-26,30.4389092649,-88.8143714145
148363339,2023-02-07,30.3797090043,-89.6174186982
