longitude,latitude,id
-110.9946532,32.23460371,3096928
-110.720923,32.309524,3099504
-112.727983,32.072013,3145344
-111.826023,33.751955,3154561
-110.7101367,32.1550555,3172552
-113.019878,31.941755,3178484
-112.07507,32.112122,3182599
-112.8487189,31.81824656,3184314
-112.8217737,31.96224786,3184315
-112.847987,31.89878,3184469
-111.246215,32.345907,3187799
-111.82629,33.78057,3190913
-111.126389,32.205,3191403
-111.125556,32.206111,3191404
-112.728089,32.072313,3191762
-112.728089,32.072313,3191764
-112.847639,31.89898,3191985
-112.728123,32.071852,3193121
-112.726173,32.07153,3193139
-112.729053,32.072452,3193140
-111.8288717,33.78420333,3198334
-111.42942,32.649008,3198819
-111.5074395,33.72887086,3249449
-112.884521,32.080713,3262374
-112.0981757,34.22892968,3262506
-112.725585,32.069403,3298795
-113.0183562,31.95868966,3300737
-113.188729,31.83541899,3300740
-114.15781,34.363896,3330405
-114.2137,33.78002333,3330557
-111.86252,33.72796667,3411863
-110.2958094,29.88697363,3414558
-110.6677556,30.30351752,3428892
-110.7349263,30.252947,3429044
-111.830366,33.769942,3496841
-111.8175763,33.6107516,3617712
-110.7128683,32.188555,3620240
-111.79626,33.78645,3644653
-111.79317,33.76817,3648506
-112.3750191,30.23224998,3655237
-112.2801873,30.39743318,3655358
-112.2589297,30.394189,3656481
-112.2808062,30.26475841,3656514
-110.950339,31.737741,3664332
-111.126692,32.20608,3690968
-113.6924711,31.9284785,3691538
-112.8081361,31.9578,3696987
-111.1083972,32.18960556,3697051
-111.166615,32.2967359,3705855
-110.8110014,32.32222611,3710679
-111.1556258,32.27350652,3720278
-111.1682384,32.24296037,3720428
-111.6196123,33.47678092,3741292
-113.6712378,31.82194381,3744939
-111.85817,33.64935,3753652
-111.1955417,32.25490833,3762881
-110.9577776,32.38591022,3773600
-110.9755554,32.34527588,3789415
-110.9749298,32.34196091,3789481
-111.95846,33.88228,3805307
-112.301895,33.87300833,3820481
-111.4289383,32.64750333,3844337
-112.7261167,32.07155833,3860349
-112.6483154,33.15134939,3882842
-112.8107617,31.971155,3890529
-111.902767,33.773503,3896022
-111.2125,32.26203,3914035
-111.166615,32.2967359,3943748
-111.0524831,32.37384183,3947456
-112.1511412,34.04486215,4044824
-114.5129013,33.59832075,4062251
-111.038301,32.25406971,4075653
-112.522748,32.993713,4094213
-112.522748,32.993713,4094214
-111.0490195,32.124375,4111587
-111.0871417,32.28191333,4111794
-111.5101547,33.69116432,4136337
-111.0063333,32.2126,4145249
-111.1978917,32.6492,4145272
-110.7352367,32.19785333,4145374
-110.7180467,32.17345,4145377
-111.8199178,33.61168779,4190587
-111.8198841,33.61222875,4190807
-111.951652,33.887057,4203999
-113.382774,31.99293272,4218759
-111.4204091,33.37386663,4241415
-111.490835,33.79774757,4241842
-111.8679211,33.77892727,4245128
-111.8715408,33.76607381,4245859
-110.7214312,32.3096481,4252481
-111.2090294,32.28654323,4262335
-111.1238112,32.33758,4273327
-111.1216138,32.33755,4273356
-111.9357,33.50944167,4301325
-112.074037,33.448377,4314986
-111.5952269,33.16128402,4367540
-111.0035708,30.64373916,4367791
-112.2613069,33.73092203,4412745
-112.2620059,33.73188784,4412746
-111.3945007,33.38099943,4423229
-111.882255,31.919255,4447926
-112.0064387,33.36343625,4462756
-112.0013927,33.35925661,4464484
-111.610795,33.55169632,4466106
-111.8076484,33.80315008,4481256
-111.8024189,33.79600923,4481275
-111.8078939,33.63121117,4489076
-112.0244551,33.35895773,4497183
-111.100309,32.2212657,4520278
-111.858259,33.64951502,4547962
-116.3337928,34.00403149,4555283
-111.0628583,32.26327167,4562004
-111.0761722,32.25461667,4562552
-111.8161447,33.88551367,4581890
-111.1561138,32.237575,4588079
-111.1567778,32.23722833,4588084
-111.0837945,32.26232167,4592425
-110.9970383,32.20892833,4597798
-111.1567528,32.237245,4597844
-111.0769195,32.2634,4597870
-111.1461333,32.39088833,4603814
-111.0063083,32.21504167,4603821
-111.1978917,32.6492,4605552
-110.8259764,33.76463261,4608231
-110.71788,32.17361333,4608677
-111.19435,32.27938333,4614204
-111.1030888,32.30226333,4629129
-111.5096283,32.38188833,4637269
-111.387505,32.44417167,4637330
-111.37227,32.39488333,4638544
-111.3720383,32.41178667,4638576
-111.0946667,32.43902167,4638658
-111.92033,33.91397,4640345
-111.1351043,32.1979506,4647392
-111.5129,32.38456333,4651677
-111.8397675,33.76142852,4672126
-113.3875559,31.81250743,4682671
-111.8385183,33.758235,4706437
-111.826505,33.75767333,4706445
-111.8285233,33.77096667,4706455
-111.995712,33.828346,4717235
-111.2081083,32.29209167,4728202
-111.1694417,32.28573889,4728217
-110.7220306,32.22085556,4728287
-111.0228111,32.23319722,4730592
-111.0225611,32.23309444,4730593
-110.7230083,32.16551667,4730857
-110.9307167,32.41733611,4732315
-111.1199263,32.28896337,4768595
-111.1000528,32.28908833,4768639
-111.6733026,33.57150382,4776587
-111.2088783,32.28955333,4786551
-113.454045,34.53478667,4789304
-113.4518467,34.53572,4789352
-113.45485,34.5343,4789353
-113.4549409,34.53646225,4789384
-111.9613266,33.87355116,4792804
-111.1461805,32.39038,4792814
-111.37148,32.386305,4792825
-111.146145,32.38996333,4792833
-111.1460867,32.39003,4792882
-111.0040889,32.21772,4792909
-111.0061861,32.21503,4793024
-111.9535944,33.61975964,4794669
-111.0233695,32.25844167,4797359
-111.0234138,32.25842167,4798035
-111.9511442,33.45589825,4816233
-111.49192,33.45769167,4832860
-112.907315,32.03603333,4836730
-111.8535823,33.64885094,4838619
-110.7919445,32.26259482,4838693
-110.7918872,32.26255048,4838694
-111.857364,33.649315,4856494
-110.8098122,32.3222977,4861137
-111.1499399,32.322483,4881922
-110.9279251,32.32810146,4888964
-110.9262085,32.34371153,4888972
-111.214149,32.26888203,4893967
-111.1712337,32.2414811,4894179
-110.7315499,32.18982329,4894562
-111.0547614,32.37100908,4903637
-111.8451118,33.60632744,4906113
-111.0915305,32.34441667,4914375
-111.0100472,32.18168833,4915175
-111.6075183,33.47449333,4915360
-111.6074333,33.48042833,4915365
-111.0080028,32.18167833,4915953
-110.726147,32.209714,4918736
-111.1256555,32.2019,4920794
-111.1288833,32.20017,4921215
-111.1305833,32.19916167,4921270
-110.8208111,32.31009421,4921386
,,4923286
-111.1399328,33.31313475,4924219
-111.1728133,32.23769667,4925767
-111.1725383,32.283705,4925769
-111.18625,32.285345,4925773
-111.1746217,32.23836333,4925775
-111.16983,32.285345,4925781
-111.1698133,32.28538,4925790
-111.1688833,32.285105,4925791
-111.1678,32.28464167,4925792
-111.167795,32.28526667,4925794
-111.1662917,32.28585,4925797
-111.1633917,32.28788,4925846
-111.1632472,32.28803333,4925848
-111.1632388,32.288045,4925861
-111.1632,32.287905,4925865
-111.1607805,32.296995,4925906
-111.1610638,32.29623333,4925907
-111.1565638,32.30787833,4925938
-111.1552583,32.31763,4925968
-111.1492917,32.32273667,4927869
-111.8577611,33.64802882,4928507
-111.9585317,33.88168362,4929521
-111.4052717,32.64450833,4930297
-111.4052967,32.64406167,4930309
-111.40532,32.644025,4930330
-111.4058217,32.64414167,4930360
-111.4059133,32.64428333,4930385
-111.405905,32.64421333,4930386
-111.4073867,32.64517,4930426
-111.40732,32.64499667,4930439
-111.407325,32.64473333,4930506
-111.40728,32.64502167,4930529
-111.9629467,33.88299294,4930799
-111.4072717,32.645255,4931178
-111.405625,32.64526333,4931198
-111.4277417,32.65155333,4931227
-111.4260167,32.65293833,4931230
-111.422195,32.65311333,4931232
-111.4072717,32.64509167,4932631
-111.4069833,32.6455,4932636
-111.4063033,32.64520333,4932638
-111.4047617,32.643825,4932650
-111.4047467,32.64377,4932652
-111.4027033,32.64326167,4932656
-111.4046083,32.64278833,4932662
-111.4217083,32.65293667,4932668
-111.4134617,32.64691667,4932680
-111.4055033,32.64393333,4932681
-111.4046083,32.64278833,4932683
-111.4062283,32.64521167,4933485
-110.7350617,32.283695,4935327
-110.7252967,32.28708667,4935502
-110.7222283,32.26566333,4935530
-110.71183,32.27487167,4935535
-111.8766627,33.75172665,4935800
-110.71193,32.27432167,4936045
-110.712495,32.27263333,4936047
-110.7125333,32.27253667,4936048
-110.713325,32.27137,4936099
-110.7153633,32.269295,4936101
-110.71537,32.26916167,4936104
-110.7153633,32.26917833,4936105
-110.6693117,32.25322833,4936111
-110.6707,32.25233833,4936115
-110.6724783,32.25346667,4936132
-110.6743917,32.25373833,4937219
-110.674325,32.25370333,4937340
-110.6734867,32.25364667,4937344
-110.677445,32.25271167,4938769
-111.201659,32.271427,4940318
-111.0311445,32.19100833,4945894
-111.0418028,32.18948333,4945981
-111.0338667,32.188305,4945988
-111.03,32.19144667,4945990
-110.8344759,27.92672883,4950901
-111.1503528,32.394795,4958717
-111.1504833,32.39466167,4958775
-111.1504445,32.394645,4958811
-111.1506195,32.3947,4958819
-111.1506055,32.39460333,4958913
-111.1507333,32.394805,4958933
-111.1508722,32.3951,4958947
-111.1508333,32.395195,4958955
-111.1503,32.39544667,4958957
-112.0846007,33.34697,4959546
-111.1495805,32.39598,4963226
-111.1400972,32.384055,4964191
-111.1552888,32.380025,4964196
-111.096825,32.33438,4964201
-111.1396778,32.38187833,4964258
-111.1933111,32.26778053,4968652
-111.190703,32.268661,4968680
-111.0509945,32.21256333,4970078
-111.052025,32.21556167,4970080
-111.0462028,32.20282,4974339
-111.0460445,32.20284667,4974353
-111.0458222,32.20285333,4974358
-111.0458,32.20287833,4974359
-111.0457167,32.20289167,4974366
-111.0456862,32.20288833,4974418
-111.0456388,32.20292833,4974420
-111.0474555,32.20316667,4974499
-111.0472862,32.203305,4974503
-111.0464555,32.20469167,4979734
-110.726503,32.164841,4979738
-111.0464167,32.204655,4979742
-111.046425,32.20465833,4979746
-111.0463722,32.20434167,4979818
-111.0463417,32.20424167,4979843
-111.0462722,32.20413667,4979858
-111.0462583,32.20402833,4979862
-111.0462638,32.20399167,4979970
-111.0462112,32.20393,4980000
-111.0461805,32.203755,4980026
-111.0466917,32.20448,4980471
-111.0466695,32.20420833,4980480
-111.0470722,32.204095,4980488
-111.0472333,32.20339667,4980754
-111.0468055,32.20348,4980932
-111.0467083,32.20337167,4980955
-111.0463945,32.20325833,4980957
-111.0462333,32.20315333,4981293
-111.0461417,32.20282833,4981312
-110.7342,32.13974717,4986405
-110.7380367,32.22630333,4986467
-110.738075,32.23455,4986607
-110.666145,32.25462167,4986714
-110.6556033,32.25787833,4986735
-110.711595,32.23552167,4986985
-110.74115,32.23550333,4986986
-110.772295,32.28836333,4986987
-110.5368583,32.33199667,4987381
-110.536225,32.33101667,4987410
-110.5355133,32.32963833,4987411
-110.7723383,32.29659667,4987749
-110.77233,32.29742833,4987752
-110.7724217,32.29838833,4987811
-110.772475,32.29936667,4987821
-110.772545,32.30118667,4987822
-110.772125,32.29514667,4987828
-110.7304917,32.29462833,4987894
-110.73075,32.29465833,4987920
-110.7308283,32.294645,4987930
-110.7381283,32.28782167,4987931
-110.7381217,32.287675,4987941
-110.6556083,32.25795833,4987970
-110.6555783,32.25907833,4987973
-110.6559217,32.259655,4987975
-110.6542583,32.26103667,4987984
-110.6532367,32.26089167,4987987
-110.6383883,32.27098333,4990078
-110.8198867,32.31053,4992704
-110.82,32.31058667,4992709
-110.8200383,32.31094667,4992789
-110.8201533,32.312395,4992835
-110.815895,32.31906167,4992898
-110.8158117,32.31899167,4992905
-110.815705,32.31902167,4992931
-110.81668,32.315505,4993003
-110.8154833,32.31459667,4993006
-110.8150633,32.31347833,4993059
-110.8151633,32.31263,4993061
-110.815125,32.31181333,4993064
-110.81143,32.31155333,4993070
-110.8120033,32.31012167,4993135
-110.8114867,32.31067833,4993139
-110.812745,32.31370333,4993209
-110.8126967,32.313795,4993256
-110.812845,32.31376333,4993259
-110.8218533,32.30963,4993475
-110.812355,32.31363667,4993530
-110.8122633,32.31396333,4993545
-111.4904795,33.77108174,4994888
-110.728442,32.16363,4995568
-111.1257028,32.28887167,4997744
-111.1253445,32.28878,4997751
-111.1250528,32.28870833,4997762
-111.1244583,32.28825333,4997813
-111.1243055,32.288025,4997888
-111.1242972,32.28800833,4997900
-111.1242305,32.2879,4997920
-111.1234972,32.28826167,4997965
-111.1231833,32.288375,4997984
-111.1231167,32.288445,4998018
-111.1229862,32.28852833,4998039
-111.122575,32.28862833,4998110
-111.1214445,32.28875333,4998148
-111.1214445,32.28874167,4998157
-111.1257135,32.28884358,4999612
-111.1020362,32.30311167,5002470
-110.8136133,32.31752,5002552
-110.8121717,32.318275,5003134
-110.811255,32.31900333,5003140
-110.8107833,32.319745,5003148
-110.8108,32.32163333,5003176
-111.1025778,32.30256333,5003186
-111.1027833,32.302455,5004212
-111.1060028,32.30307833,5004216
-111.1080695,32.302375,5004226
-111.1101528,32.30152833,5004253
-111.0894862,32.297805,5004257
-111.0949778,32.29778333,5004259
-110.8222117,32.308995,5004288
-110.819275,32.30933,5004334
-110.8122783,32.314475,5004540
-110.8119417,32.31508333,5004543
-112.1481402,33.34998812,5004637
-110.8117533,32.31765333,5005056
-110.80873,32.32349667,5005567
-110.8118667,32.31787167,5005591
-110.81198,32.31798833,5005628
-110.8123167,32.31811167,5005631
-110.8108667,32.32225833,5008322
-110.81025,32.32243333,5008340
-110.810875,32.32233833,5008344
-111.9260519,33.4941704,5014252
-112.6116717,33.84446333,5014660
-112.61177,33.84470833,5014666
-112.61213,33.84562833,5014685
-112.6138217,33.84828,5014716
-112.68667,33.92762,5014735
-112.7518083,33.99293,5015672
-113.1449362,34.33298,5015838
-113.1646722,34.35123333,5015855
-113.6044917,34.69113667,5015876
-113.6099083,34.70053667,5015877
-113.2424083,34.43343,5016616
-113.242355,34.433395,5016674
-113.4354867,34.53953667,5016756
-113.4377217,34.54334167,5016757
-113.4664383,34.57063333,5016758
-113.2209333,34.40334667,5020670
-113.2259367,34.40841667,5020676
-113.2282417,34.41037833,5020678
-113.2340383,34.417345,5020682
-113.2584833,34.43710333,5020694
-113.26638,34.44062833,5020695
-113.2879417,34.45273833,5020697
-113.316055,34.47088333,5020704
-113.34945,34.482855,5020706
-113.418105,34.51407,5020708
-113.434105,34.53711333,5020709
-113.5149533,34.59442167,5020713
-111.88944,33.77846833,5024991
-111.8850233,33.78004667,5025029
-111.88965,33.77850833,5025031
-113.623755,34.79132,5031148
-111.0514784,32.19144854,5032065
-111.9080967,33.66649667,5032151
-111.90828,33.66595833,5032268
-110.2879717,32.1512805,5035242
-111.95844,33.88187,5035341
-111.9554383,33.883595,5035364
-110.2867583,32.13913333,5035838
-111.90847,33.66596167,5036045
-111.9084917,33.66603333,5036052
-111.9089283,33.66571333,5036058
-111.9095,33.66517,5036080
-113.495995,34.58112833,5036422
-113.4693667,34.57152167,5036423
-113.4675217,34.570825,5036563
-113.4366133,34.540905,5036570
-113.4159783,34.51050833,5036578
-113.4038867,34.50132,5036581
-113.3616783,34.48404667,5036585
-113.3581867,34.48353667,5036589
-113.350875,34.48250833,5036590
-113.2889167,34.45379667,5036603
-113.2264033,34.40865333,5036604
-113.1996833,34.38457167,5036607
-113.1891033,34.37233,5036608
-113.1650472,34.3516,5036636
-113.6298906,34.79803432,5037794
-113.626954,34.79982927,5038153
-113.624572,34.80606576,5038201
-113.6326061,34.79924344,5038205
-111.0800778,32.40280833,5040026
-110.6801081,32.65668204,5040035
-110.6902917,32.680275,5040092
-110.6874917,32.67082,5040098
-110.683975,32.66535333,5040224
-110.6835467,32.66503,5040232
-110.6457883,32.69400833,5040236
-110.650995,32.70692833,5040237
-110.6527783,32.705855,5040240
-110.6536333,32.704875,5040293
-110.652595,32.716105,5040303
-110.6504283,32.71362167,5040306
-110.650345,32.71129667,5040311
-110.6502383,32.70723,5040314
-110.6483617,32.70827167,5040315
-110.655145,32.74084667,5040322
-110.622405,32.72368333,5040466
-110.61998,32.72322,5040474
-110.6193,32.72335,5040510
-110.61898,32.72319667,5040514
-110.6214667,32.72338833,5040523
-110.6240783,32.72377,5040531
-110.6260383,32.72118333,5040533
-110.6201633,32.71463,5040542
-110.620025,32.71451167,5040572
-110.6195133,32.71336167,5040584
-110.61988,32.71404167,5040808
-110.6271217,32.722655,5040813
-110.6330633,32.73245333,5040821
-110.63748,32.73838,5040854
-110.6403367,32.74388,5040858
-110.6427167,32.74648667,5040866
-110.6432417,32.74698333,5040880
-110.644355,32.74859167,5040884
-110.64588,32.75053,5040886
-110.6459283,32.72612833,5040887
-110.8535783,32.55580333,5040985
-110.8501283,32.55916667,5041243
-110.85018,32.55907833,5041245
-110.8502417,32.55900333,5041300
-110.8503117,32.55923,5041306
-110.9214383,32.57288,5042594
-111.6700533,33.74544,5054566
-111.668875,33.74768,5054579
-111.674055,33.74440333,5054585
-111.680695,33.74365333,5054622
-111.6809783,33.74429167,5054628
-111.6807333,33.74425667,5054630
-111.6746767,33.74357667,5054641
-111.6725183,33.743805,5054644
-111.6724883,33.744,5054645
-111.101165,32.22378291,5062573
-111.1009445,32.288345,5066112
-111.1087945,32.29016167,5066119
,,5066746
-112.7598283,32.20033167,5067131
-111.1268917,32.29029167,5067297
-111.1269138,32.29016167,5067321
-111.1270833,32.29012,5067362
-111.1270445,32.29025333,5067366
-111.1272583,32.29029167,5067374
-111.1272722,32.29028,5067380
-111.1271888,32.29056167,5067428
-111.1263722,32.290055,5067736
-111.1263667,32.29005,5068687
-111.1262278,32.28989167,5068688
-110.9279783,32.42997833,5071381
-110.90783,32.42656333,5071384
-110.9124917,32.42437833,5071393
-110.907745,32.42651667,5071396
-110.90777,32.42662,5071397
-110.9092633,32.42517833,5071399
-110.9156771,32.42619452,5071755
-110.9271083,32.429225,5071764
-110.9272,32.429875,5071774
-110.9272,32.42988833,5071780
-110.9271867,32.42999667,5071782
-110.92782,32.42979667,5071783
-110.9278633,32.42992,5071797
-111.1072528,32.22012833,5078968
-111.1067972,32.220845,5078971
-111.106125,32.22158333,5079003
-111.1058195,32.222305,5079017
-111.1058112,32.22228833,5079020
-111.1058112,32.22224667,5079022
-111.1057972,32.22212167,5079031
-111.1058722,32.22207167,5079049
-111.1058805,32.22207167,5079140
-111.10585,32.22207167,5079165
-111.1058278,32.22201667,5079217
-111.1057667,32.22205333,5079260
-111.1057138,32.22199167,5079302
-111.1057445,32.22198667,5079306
-111.1056833,32.2219,5079308
-111.1056972,32.22176333,5079318
-111.1059278,32.22146667,5079349
-111.1060417,32.22143667,5079353
-111.1061083,32.22136667,5079378
-111.1062388,32.22130333,5079382
-111.1063305,32.22127167,5079384
-111.1066667,32.22103,5079428
-111.1069945,32.22095833,5079470
-111.1072222,32.220775,5079484
-111.1072167,32.22066167,5079495
-113.657227,34.8198171,5080223
-113.657227,34.8198171,5080247
-113.657227,34.8198171,5080249
-111.1000888,32.22012,5080398
-111.074425,32.234845,5080406
-111.0731417,32.23483333,5080410
-111.0731195,32.234825,5080413
-111.0745167,32.22971667,5080423
-111.0758138,32.23009167,5080427
-111.0752722,32.23081667,5080432
-111.0747833,32.23091333,5080441
-111.0546195,32.259025,5080483
-111.0577305,32.26317,5080500
-111.0249417,32.08739717,5080502
-111.0224528,32.09070833,5080504
-111.0421,32.06946117,5080515
-111.0924138,31.992345,5080522
-111.0924,31.991955,5080525
-111.0917138,31.9858,5080539
-111.083625,31.96446667,5082232
-111.0851833,31.96568,5082235
-111.1506213,32.48448725,5083307
-110.996374,32.193862,5090270
-112.0312,34.1708,5091839
-110.722375,32.17007833,5092886
-110.72148,32.17183,5092896
-110.7209467,32.17212833,5092897
-110.717995,32.173425,5092901
-110.7174,32.17401333,5092944
-110.7169117,32.17563833,5093606
-110.716055,32.17767,5093609
-110.7158367,32.17783667,5093613
-110.71447,32.18168333,5093645
-110.7074583,32.19940333,5093747
-110.7058867,32.196625,5093750
-110.7057883,32.196625,5093785
-110.7058033,32.19661667,5093825
-110.7146133,32.18198333,5094603
-110.71453,32.18195333,5094611
-110.71422,32.18187167,5094627
-110.7088617,32.187195,5095983
-110.7086117,32.19051167,5095986
-110.7077167,32.201205,5096049
-110.7083883,32.202105,5096053
-110.710725,32.203055,5096068
-110.7145783,32.201325,5096087
-110.7219,32.19967,5096091
-110.7245867,32.20221667,5096096
-110.7248533,32.20270333,5096097
-110.7253283,32.20342167,5096098
-110.728225,32.20366667,5096418
-110.72988,32.20398333,5096426
-110.7252417,32.20976667,5096617
-110.72683,32.20843,5096620
